"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"11181","82822399","傳續科技有限公司","臺北市中山區中山北路1段92號2樓","莊茜喻","5000000","1101224"
"11182","82822588","礦鉅實業有限公司","臺北市信義區福德街268巷5弄17號","李嘉晃","2000000","1101224"
"11183","82822736","璽藝廊有限公司","臺北市中正區北平東路16號8樓","林翰宏","400000","1101201"
"11184","82822757","思碼資訊有限公司","桃園市中壢區幸福里福州一街6號3樓之1","陳錦皇","1000000","1101229"
"11185","82822763","騰意設計開發有限公司","臺北市中山區南京東路2段140號4樓","匡伯騰","625000","1101206"
"11186","82823572","冠羿控股興業股份有限公司","新北市中和區中正路872號10樓之3","吳琇婷","126000000","1101228"
"11187","82823587","詠禾有限公司","臺北市中山區中山北路2段46號8樓之6","程鈶璇","3000000","1101217"
"11188","82823860","柏旅寵物服務有限公司","臺北市大安區新生南路3段88號6樓","劉宇霆","500000","1101206"
"11189","82825071","宇康數位有限公司","臺北市松山區南京東路4段197號12樓之4","高世霖","100000","1101202"
"11190","82825121","禎如企業有限公司","臺中市西區忠誠里精誠五街27號","洪俊源","1300000","1101202"
"11191","82825874","銘竑科技有限公司","臺中市大肚區瑞井里遊園路一段101之6號1樓","林家銘","1600000","1101202"
"11192","82825972","毅鼎興業有限公司","臺中市西屯區大鵬路150號1樓","張芳瑜","500000","1101221"
"11193","82826156","為登生物有限公司","臺中市太平區中平里中平七街27巷21號6樓","鍾雪娥","1000000","1101209"
"11194","82826418","汪蒲興業有限公司","臺中市豐原區保康路66巷22號8樓","張芸芸","350000","1101209"
"11195","82826640","厚晟冷凍水產有限公司","臺中市西屯區文心路二段566之1號3樓之1","黃竣厚","9000000","1101228"
"11196","82826803","本策設計整合有限公司","臺中市南屯區豐樂里文心南五路一段291號2樓","余品芳","750000","1101222"
"11197","82827514","兆車資產投資股份有限公司","臺北市中正區紹興北街3號10樓","黃韋綺","10000000","1101229"
"11198","82827535","科脈生技有限公司","臺北市松山區復興北路167號5樓","林聖棋","100000000","1101224"
"11199","82827556","綠金國際農科有限公司","新北市深坑區烏月路41巷2號","林炫志","1500000","1101223"
"11200","82827660","寰宇宏科技股份有限公司","臺中市西區臺灣大道二段375號12樓之1","洪譽瑄","13500000","1101209"
"11201","82828154","松原好日有限公司","臺北市文山區久康街24巷36號2樓之1","蔡瑋信","500000","1101220"
"11202","82829127","澧瀜號有限公司","臺北市內湖區民權東路6段15巷35號","鄭旭騰","5000000","1101229"
"11203","82829436","禮雅特有限公司","臺北市萬華區萬大路277巷37弄5號2樓之2","汪昕瑋","200000","1101208"
"11204","82829724","台灣和諧社會企業有限公司","新北市中和區中正路716號10樓之1","詹昭全","5000000","1101216"
"11205","82830530","德泓企業有限公司","臺中市大里區東湖里東南路166巷10號","吳俊德","2000000","1101217"
"11206","82831496","鼎心廣告企劃有限公司","臺中市北區梅川里漢口路四段287巷7號4樓之3","施品溱","1000000","1101228"
"11207","82832170","帝淬科技股份有限公司","臺中市北區明新里忠太東路117之12號1樓","胡靖華","1000000","1101209"
"11208","82832501","円通科技股份有限公司","新竹縣竹北市東平里文興路一段186號3樓","陳文江","39709995","1101201"
"11209","82832869","研澄瑿祉有限公司","臺北市松山區撫遠街261巷6號1樓","蔡宗霖","500000","1101220"
"11210","82833109","權耀食品有限公司","臺北市松山區光復北路11巷72號4樓","蘇琬晴","100000","1101215"
"11211","82834753","美力絲國際企業股份有限公司","臺北市大安區忠孝東路4段285號5樓","鄭瀚晨","6000000","1101217"
"11212","82834986","城市發展電業股份有限公司","屏東縣東港鎮共和街99-1號","蔡佳晋","1050000000","1101230"
"11213","82835084","睿森工程顧問有限公司","臺北市大安區光復南路260巷54號2樓","王派諄","2500000","1101209"
"11214","82835198","星空有限公司","臺北市中正區金山北路1號6樓之3","黃珮璇","6000000","1101202"
"11215","82835346","太星綠能有限公司","臺北市信義區忠孝東路5段508號11樓之3","Phuan Ling Fong","147000000","1101227"
"11216","82835367","暄友有限公司","臺北市大安區師大路93巷4號1樓","徐靖欣","600000","1101202"
"11217","82835824","來去悠閒渡假旅行社有限公司","高雄市苓雅區自強三路3號12樓之40","李維","1300000","1101203"
"11218","82836393","億立食品有限公司","高雄市鼓山區河西一路1255號1樓","林玲君","500000","1101208"
"11219","82838195","東大門企業股份有限公司","高雄市仁武區慈惠五街72號","柯雅玲","1000000","1101214"
"11220","82838245","金振發建設股份有限公司","高雄市前鎮區一心一路241號5樓","蔡宇盛","21000000","1101206"
"11221","82838435","喜獅開發有限公司","高雄市前金區自強二路51號","蕭進輝","28000000","1101224"
"11222","82838815","安特鎂醫療器材國際股份有限公司","高雄市左營區辛亥路250號17樓之2","盧建璋","1000000","1101214"
"11223","82839167","承總有限公司","高雄市三民區臥龍路85號6樓","許美蘭","1000000","1101217"
"11224","82840093","員誠豐實業有限公司","臺中市太平區旱溪西路二段257號2樓之1","林子閔","1200000","1101208"
"11225","82840164","東海之星租賃有限公司","花蓮縣瑞穗鄉瑞良村中山路三段215-6號","馮啓銘","15000000","1101207"
"11226","82840544","丁丁貓有限公司","臺中市西屯區漢口路二段151號15樓之6","龔仕華","500000","1101224"
"11227","82842114","博立恆科技有限公司","臺中市南區柳川東路一段16號1樓","楊岳修","1000000","1101217"
"11228","82842917","來惟有限公司","新北市鶯歌區光明街80號(1樓)","蔡春美","500000","1101222"
"11229","82842971","滿築建設有限公司","新北市蘆洲區光復路20號","林志銘","20000000","1101224"
"11230","82843177","祈軒有限公司","新北市新莊區五權一路1號8樓之2","朱換傑","100000","1101210"
"11231","82843303","陸成工程有限公司","新北市五股區成泰路3段577巷134號4樓","林佳瑩","1000000","1101208"
"11232","82844318","得意數碼有限公司","新北市板橋區雨農路8號","莊憶芹","100000","1101201"
"11233","82844627","聲浪媒體科技股份有限公司","臺北市中正區忠孝西路1段72號2樓之5","黃建翰","30000000","1101203"
"11234","82845739","葦鐙科技有限公司","桃園市桃園區同安里藝文一街86之6號17樓","吳瑋儀","1000000","1101227"
"11235","82846272","聖峰營造有限公司","臺中市大甲區育英路235號1樓","吳秉峰","13000000","1101209"
"11236","82846287","寶富達實業股份有限公司","臺中市龍井區龍津里三港路467巷50號","任雲琦","61500000","1101229"
"11237","82847531","軒紘投資股份有限公司","新北市八里區中華路1段234號","許吉平","8350000","1101222"
"11238","82847624","鴻潤建設股份有限公司","新北市中和區建一路186號11樓之1","林泉湧","40000000","1101222"
"11239","82847835","華日富科技股份有限公司","桃園市中壢區青埔里青峰路一段47號11樓","吳明憲","10000000","1101214"
"11240","82848861","榮司萊德社會企業有限公司","新北市淡水區新春街159號17樓","賴主信","1000000","1101206"
"11241","82848969","曜鴻工程技術顧問股份有限公司","高雄市左營區裕誠路423號4樓","鄭蒲陽","2000000","1101217"
"11242","82849475","真讚包裝材料有限公司","新北市樹林區東順街80號","陳順泰","5000000","1101224"
"11243","82850471","吳老闆影像創作有限公司","新北市土城區延吉街253巷30號","吳志宏","1200000","1101221"
"11244","82850649","士凡科技有限公司","新北市樹林區備內街1巷35弄14號","詹家彰","1000000","1101223"
"11245","82850704","儒鼎股份有限公司","桃園市蘆竹區仁愛路三段260巷73號6樓","林迪智","3000000","1101217"
"11246","82851773","羅客股份有限公司","新北市新莊區自信街58之3號","鄭智元","250000","1101207"
"11247","82851838","菜寮不動產仲介經紀有限公司","新北市三重區重陽路1段122號(1樓)","黃建發","300000","1101227"
"11248","82851859","三重不動產仲介經紀有限公司","新北市三重區重安街85號(1樓)","李淑芬","300000","1101227"
"11249","82852098","塞特科技股份有限公司","臺北市大安區安和路2段63號6樓之1","陳思宇","70000000","1101230"
"11250","82852317","萬驛有限公司","新北市三重區重新路2段35號5樓","王昱元","400000","1101210"
"11251","82852668","小鯊拼商城股份有限公司","臺北市中正區北平東路30之1號11樓","陳添志","2000000","1101206"
"11252","82853337","聖緣禮儀有限公司","新北市三重區三和路2段208號11樓之10","王明宏","600000","1101202"
"11253","82854574","中華聯合菸草有限公司","臺北市北投區中央北路1段193號3樓之1","陳博廷","100000","1101220"
"11254","82854737","奧爾斯國際管理諮詢顧問股份有限公司","臺北市士林區忠誠路2段10巷14號1樓","林政邦","20300000","1101203"
"11255","82855139","乙晨國際開發有限公司","桃園市龜山區光峯路165號15樓","洪禎玉","1000000","1101209"
"11256","82855200","欣和國際企業股份有限公司","臺北市大安區仁愛路4段122巷61號10樓","蔡宗穎","1000000","1101223"
"11257","82855861","藻雅國際設計室內裝修有限公司","臺北市中正區衡陽路7號7樓","陳曉芬","3000000","1101214"
"11258","82857116","探索者數位有限公司","臺北市大安區忠孝東路4段169號11樓之4","陳法憲","100000","1101215"
"11259","82857663","聖永有限公司","臺中市北屯區建和路一段399號13樓之2","謝宗育","20000000","1101202"
"11260","82857903","佑齡股份有限公司","臺中市南區國光里仁和路191號2樓","吳許暉","2500000","1101203"
"11261","82857946","登將有限公司","臺中市烏日區仁德里信義街381巷31號1樓","黃鈺菁","5000000","1101202"
"11262","82858255","台灣顧寶有限公司","臺中市西屯區福和里臺灣大道四段847號12樓","陳彥佐","1000000","1101223"
"11263","82859424","全茂企業有限公司","臺中市龍井區田中里龍北路391巷62弄30號1樓","林雨絹","2500000","1101224"
"11264","82859557","璽藏茶飲股份有限公司","臺中市北區一中街1之7號1樓","潘萱尹","24200000","1101201"
"11265","82859825","貫捷室內裝修有限公司","臺中市西屯區福安里福科路210號1樓","余崇偉","1680000","1101207"
"11266","82860604","百讚純淨水股份有限公司","臺中市大雅區員林里大林路333之3號","張浚瑋","17000000","1101213"
"11267","82861532","廣勳興業有限公司","臺中市豐原區南村里直興街129巷9號5樓之1","徐誌誏","1000000","1101214"
"11268","82862743","晉日國際有限公司","臺北市大同區南京西路36號7樓之4","梶川晉太朗","7500000","1101217"
"11269","82862820","秀光有限公司","臺北市大安區忠孝東路4段216巷11弄6號","金秀奐","500000","1101203"
"11270","82863659","學參能源股份有限公司","臺北市大安區新生南路1段99號8樓","張情福","150050000","1101206"
"11271","82863813","酒時有限公司","臺北市中山區一江街1號","廖映慈","6000000","1101206"
"11272","82863969","學伍能源股份有限公司","高雄市前鎮區民權二路6號14樓之1","李宇軒","50000","1101216"
"11273","82864236","和印管理顧問有限公司","臺中市大里區大明里益民路二段385巷11號1樓","高德芬","100000","1101217"
"11274","82865426","樂齡居家有限公司","新北市五股區新城八路320號6樓","林柏憲","100000","1101209"
"11275","82866109","宇宙品牌顧問有限公司","臺北市大同區塔城街50巷11號3樓","林炳存","1000000","1101217"
"11276","82866327","宏亞營造有限公司","高雄市苓雅區和平二路308號1樓","吳孟涵","7000000","1101209"
"11277","82866852","凱丞建設股份有限公司","屏東縣萬丹鄉金龍街71號","李木加","26500000","1101216"
"11278","82867445","御饌有限公司","高雄市前鎮區瑞隆路478號5樓之1","江秋鎂","1200000","1101217"
"11279","82867515","睿宸生醫有限公司","高雄市鼓山區明誠四路27號16樓","戴宜均","2000000","1101223"
"11280","82867732","全日運動國際有限公司","高雄市左營區博愛四路82號","應廣怡","15000000","1101222"
"11281","82868129","久曜國際貿易有限公司","高雄市三民區民族一路80號10樓之4","劉奕甫","200000","1101208"
"11282","82869128","陸盟建設有限公司","高雄市鼓山區河西一路1471號2樓","陳玥合","10000000","1101221"
"11283","82869295","鵬程國際教育顧問有限公司","臺北市大安區復興南路1段209號4樓","胡詩敏","50000","1101220"
"11284","82869302","沐瞳有限公司","臺北市中正區開封街1段37號5樓","賴明宏","1000000","1101202"
"11285","82869458","樹人科技有限公司","臺北市中正區北平東路16號8樓","李孟陽","1000000","1101206"
"11286","82870292","豐秦管理顧問有限公司","臺北市大安區忠孝東路4段297號5樓","葉松基","1000000","1101221"
"11287","82870413","潼顏有限公司","臺北市大同區西寧北路78之16號8樓","賴弘國","750000","1101224"
"11288","82871010","台灣開瑞色彩股份有限公司","臺北市中山區建國北路1段96號5樓","宮谷隆義","1000000","1101224"
"11289","82871258","行衍金流股份有限公司","臺北市大安區敦化南路1段205號7樓之5","鄭世忠","8910000","1101229"
"11290","82871911","沃實股份有限公司","臺北市信義區松高路1號4樓","郭冠群","100000","1101209"
"11291","82872812","如鎰管理顧問有限公司","臺北市中山區南京東路2段101號9樓","李珳錡","5000000","1101203"
"11292","82873586","揚鋊開發有限公司","臺中市沙鹿區斗抵里天池街79號1樓","李侑憲","8200000","1101228"
"11293","82874023","宸兆投資開發股份有限公司","臺中市北屯區水景里松竹五路二段25號1樓","張淑女","10000000","1101229"
"11294","82874065","大謙開發建設有限公司","臺中市東區東英里東英十二街66號1樓","周宇君","15000000","1101221"
"11295","82874142","天柱能源股份有限公司","臺北市內湖區瑞光路362號8樓","侯明欽","680000000","1101207"
"11296","82874620","金論石間餐飲有限公司","臺中市西區吉龍里五權七街56號","陳奕旭","1000000","1101203"
"11297","82875873","傲騰有限公司","臺中市北區頂厝里崇德路一段629號19樓之2","","6000000","1101223"
"11298","82876063","強伯室內裝修設計有限公司","臺北市松山區南京東路4段1號2樓","鄭乙暘","3000000","1101227"
"11299","82876325","鉉順企業有限公司","新北市汐止區大同路1段185號3樓","鄭英杰","4000000","1101213"
"11300","82876562","巨量精準生技股份有限公司","苗栗縣苗栗市福麗里福慶41號","巨量移動科技有限公司","74967","1101220"
"11301","82876654","智活股份有限公司","臺北市松山區撫遠街400巷70號1樓","呂朝章","37000000","1101221"
"11302","82876752","傑禾投資有限公司","臺北市信義區松高路9號25樓","顧威揚","800000","1101224"
"11303","82877035","奇異果新能源股份有限公司","臺北市松山區南京東路4段50號10樓之4","黃偉哲","23125000","1101215"
"11304","82877176","碩鑫源投資有限公司","臺北市中山區民生東路2段174號9樓","李原碩","3500000","1101214"
"11305","82877627","信鶴投資股份有限公司","臺北市松山區八德路3段200號6樓","劉馨方","97136500","1101206"
"11306","82878061","庚紘書報有限公司","臺北市大同區承德路1段105號9樓之3","江禎輝","5000000","1101229"
"11307","82878288","享美國際有限公司","臺北市中正區忠孝東路1段76號12樓之1","劉承晏","1000000","1101203"
"11308","82878610","盛冠科技股份有限公司","高雄市新興區民生一路247號12樓之2","王毓婷","2000000","1101213"
"11309","82878626","英皇國際旅行社有限公司","高雄市新興區和平一路187號1樓","許左祥","6000000","1101209"
"11310","82879580","裕鼎食品有限公司","高雄市三民區黃興路360號1樓","吳聯茂","25000000","1101206"
"11311","82880799","學貳能源股份有限公司","高雄市前鎮區民權二路6號14樓之1","李宇軒","50000","1101206"
"11312","82881235","合昇能源科技有限公司","高雄市鳳山區建國路2段171號1樓","夏守正","10000000","1101207"
"11313","82883212","宸通汽車材料股份有限公司","高雄市鼓山區明倫路146號10樓","張欽助","5000000","1101216"
"11314","82883894","振德生技有限公司","臺北市士林區東山路116號1樓","杜隆成","400000","1101217"
"11315","82884042","仙人掌資訊有限公司","臺北市中正區牯嶺街93號12樓","朱鎔佐","10000000","1101217"
"11316","82884155","興樺企業有限公司","臺北市大安區忠孝東路4段155號2樓","蔡青樺","1000000","1101213"
"11317","82884367","祖謙投資股份有限公司","臺北市萬華區西寧南路241號14樓之1","龔逸凡","1000000","1101217"
"11318","82884520","全方位體能顧問股份有限公司","臺北市中正區漢口街1段45號地下1樓","黎昱廷","3000000","1101230"
"11319","82885801","女主股份有限公司","臺北市信義區忠孝東路5段71巷38號1樓","于士涵","1900000","1101223"
"11320","82887744","祐望紙藝有限公司","臺北市大安區信義路4段45號9樓之4","劉維傑","1000000","1101221"
"11321","82888363","福溢國際投資有限公司","臺南市永康區永中街18號2樓","李頌婷","180000","1101216"
"11322","82889476","和生企業有限公司","高雄市小港區沿海一路333號1樓","吳春蓉","100000","1101203"
"11323","82890115","小巴黎股份有限公司","新北市三重區重陽路3段93號3樓","許峰誌","5000000","1101227"
"11324","82890451","禾力興有限公司","新北市新店區檳榔路19巷32號5樓","王琮琇","2300000","1101207"
"11325","82890608","京閎森建設有限公司","新北市樹林區太平路265之1號","王宥恩","150000000","1101214"
"11326","82890712","樂迪奭電子科技有限公司","新北市中和區橋和路15號6樓","樂可欽","3000000","1101201"
"11327","82892015","威銷國際有限公司","新北市永和區勵行街8號","李文孝","500000","1101207"
"11328","82892394","祐宜股份有限公司","新北市三重區重新路4段242號9樓","吳榮霖","28600000","1101224"
"11329","82892541","伯駐工程有限公司","新北市板橋區館前西路6號13樓之9","嚴任瑜","1500000","1101206"
"11330","82892649","蕙綻國際有限公司","新北市板橋區金門街260巷2號11樓","劉宜芳","1000000","1101220"
"11331","82894055","漢利精密工業有限公司","臺中市西區公益里忠明南路237號9樓之3","蘇庭漢","1150000","1101208"
"11332","82894105","富達世紀社會企業有限公司","臺中市中區綠川里中山路12號3樓","廖志勇","100000","1101222"
"11333","82894956","傑克傳奇管理顧問股份有限公司","臺中市北區三民路三段148之3號","許豫志","1000000","1101210"
"11334","82895097","科昕實業有限公司","臺中市西屯區何安里何厝街17號1樓","張筑菁","1500000","1101207"
"11335","82896672","晶晶晶興業股份有限公司","臺中市烏日區高鐵三路25號11樓之1","何彥廷","5000000","1101208"
"11336","82897449","晴斐生技有限公司","臺北市中山區復興北路2號11樓之8","楊晴斐","300000","1101215"
"11337","82897546","楷富企業有限公司","新北市淡水區新市五路3段282號24樓","李榮宗","2000000","1101228"
"11338","82897601","鼎拉斯數位有限公司","新北市三重區重新路5段609巷6號9樓","林湘萍","12000000","1101207"
"11339","82897692","駿沅精密工業有限公司","新北市新莊區新樹路244巷73弄2號(1樓)","林佑憲","17500000","1101210"
"11340","82898658","林佳不動產開發有限公司","新北市林口區仁愛路2段152號","郭寶元","1000000","1101229"
"11341","82898685","唯盈國際企業有限公司","新北市新莊區思源路593巷5弄33號2樓","李郁珣","1000000","1101216"
"11342","82898910","勝禾田汽車有限公司","新北市新店區安康路1段248號","林鈺婷","2000000","1101227"
"11343","82899208","一毅興業有限公司","臺北市中山區南京東路1段52號2樓","郭嫚茹","250000","1101222"
"11344","82899410","莫特菲資訊股份有限公司","新北市汐止區保一街9巷9號2樓","陳彥翔","4000000","1101203"
"11345","82899896","港台榮寶有限公司","新竹市東區埔頂里25鄰慈雲路118號22樓之2","鄭灼榮","6000000","1101229"
"11346","82900182","普匯投資有限公司","臺北市中山區松江路111號11樓之1","姚木川","29000000","1101217"
"11347","82900839","淳境建築有限公司","臺北市內湖區南京東路6段350之2號9樓之5","許翔羿","1000000","1101207"
"11348","82901149","列特博生技股份有限公司","臺北市士林區承德路4段150號3樓之1","戴子煌","483266330","1101223"
"11349","82901577","晴玖科技股份有限公司","臺北市中山區長春路78號8樓之5","周煜軒","500000","1101230"
"11350","82901773","承軒行銷有限公司","新北市永和區永貞路136號6樓","蔡昕宏","5000000","1101230"
"11351","82902098","永發服務股份有限公司","臺北市大安區基隆路2段136號9樓","賴奕成","12050000","1101224"
"11352","82902267","雙翌國際有限公司","臺北市大安區忠孝東路3段303號6樓之4","盧逸誠","500000","1101216"
"11353","82902288","未來全球科技股份有限公司","臺北市信義區基隆路1段111號3樓","黎嘉勛","40000000","1101202"
"11354","82903478","新加坡商必創科技股份有限公司","臺中市西屯區惠來里市政路402號23樓之3","陳昭陵","0","1101228"
"11355","82903569","百斯國際有限公司","高雄市左營區榮成三街40號3樓之2","黃連里","1000000","1101224"
"11356","82905335","十一料理股份有限公司","臺南市安平區民權路四段79號1樓","董湘鈞","500000","1101206"
"11357","82906186","煜煬科技股份有限公司","臺南市仁德區仁義里林頂街5之8號","李錦旺","3900000","1101202"
"11358","82906361","何亞有限公司","臺南市東區大同里府連路169號1樓","陳永豐","500000","1101227"
"11359","82907050","酷樂運動休閒股份有限公司","臺北市大同區市民大道1段205號14樓之10","張憲銘","20000000","1101214"
"11360","82908419","首席資產管理有限公司","基隆市安樂區武嶺街16-3號","陳敦厚","200000","1101207"
"11361","82908430","安隼星有限公司","臺北市大安區忠孝東路4段290號10樓","呂芷葇","1500000","1101224"
"11362","82908620","全球鷹騰國際有限公司","臺北市大安區信義路3段109之7號8樓之1","郭毓琴","100000","1101223"
"11363","82908706","瑞鉅建設股份有限公司","臺北市大安區仁愛路3段127號9樓","陳建勳","50000000","1101207"
"11364","82909661","因菲爾電子資訊股份有限公司","臺北市中正區忠孝東路1段49巷17號3樓","賴玟陵","500000","1101229"
"11365","82909732","澔博管理顧問有限公司","臺北市大安區忠孝東路4段221號10樓","張素玉","500000","1101230"
"11366","82911272","誠邦金屬科技有限公司","臺北市內湖區潭美街173號5樓","陳德旭","4000000","1101216"
"11367","82912201","尚驛光電股份有限公司","新北市新莊區新北大道3段5號10樓之5","葛均","10000000","1101206"
"11368","82913026","八八八庭有名股份有限公司","新北市土城區中正路30號","魏秋富","2000000","1101217"
"11369","82913074","新芮有限公司","新北市新莊區中華路2段316號9樓","戴念國","50000","1101208"
"11370","82913551","禾鑫建材股份有限公司","臺北市中山區民權東路2段46號8樓","趙婉珍","5000000","1101229"
"11371","82913742","緣心股份有限公司","臺中市后里區墩東里平安路48號","張雅晴","1000000","1101222"
"11372","82914003","豐潤投資有限公司","臺中市南屯區向心里豐富路289號1樓","邱名仕","21000000","1101213"
"11373","82914334","若森科技股份有限公司","臺中市南屯區永春路11之9號2樓","高金裕","133860000","1101220"
"11374","82914566","精冠智能機器有限公司","臺中市大甲區中山路二段930之30號1樓","石超文","50000","1101223"
"11375","82915093","美翔投資有限公司","臺中市北屯區松和里松文街39號1樓","廖繕誼","7000000","1101221"
"11376","82915143","台灣惟哇國際股份有限公司","臺北市信義區信義路5段2號8樓","白懿芳","2000000","1101213"
"11377","82915426","禾令有限公司","臺中市霧峰區中正路250號","劉盈志","1000000","1101221"
"11378","82915544","宏蓁興業股份有限公司","臺中市中區公園里臺灣大道一段201號8樓","顏睿宏","5000000","1101201"
"11379","82915930","鎰超精密機械股份有限公司","臺中市豐原區豐圳里圓環西路68號13樓之2","吳嘉賢","43000000","1101209"
"11380","82915967","博斐股份有限公司","臺中市西區館前路55號4樓之3","許碧滿","156000000","1101216"
"11381","82916699","昇華文化創意股份有限公司","新北市汐止區忠孝東路426號13樓之1","俞惟中","14100000","1101209"
"11382","82916712","永願資產股份有限公司","臺北市內湖區瑞湖街178巷21號4樓","陳欣","210000000","1101208"
"11383","82917108","延康國際股份有限公司","臺北市大安區忠孝東路4段221號10樓","葛憲昌","3500000","1101222"
"11384","82917276","益萬生有限公司","新北市汐止區林森街71巷2號","黃文明","3600000","1101217"
"11385","82917557","度億科技有限公司","臺北市中山區長春路368號4樓","林昱佑","2000000","1101213"
"11386","82917705","主恩榮光有限公司","臺北市大安區復興南路2段133號","詹世豪","1000000","1101213"
"11387","82918021","滕陽資訊有限公司","新北市新店區北宜路1段123-6號14樓","高國剛","50000","1101229"
"11388","82918789","皮偶玩互動科技有限公司","臺北市內湖區洲子街55號4樓","嚴唯寧","400000","1101214"
"11389","82918916","太佑再生能源有限公司","新竹縣竹北市新社里國光街23號","郭彥成","10000000","1101201"
"11390","82919979","泰雋科技股份有限公司","臺北市士林區承德路4段222號8樓","郭怡如","5000000","1101227"
"11391","82920005","桃德股份有限公司","臺北市中山區樂群三路128號2樓","葉妍希","25000000","1101220"
"11392","82920130","宇峰體能顧問有限公司","臺北市松山區復興北路143號12樓","鄞鈴蕙","500000","1101216"
"11393","82920504","玖時室內裝修設計有限公司","新北市汐止區福德路2段156巷42號10樓","蔡孟軒","1000000","1101221"
"11394","82920687","財欣國際股份有限公司","臺北市內湖區瑞光路583巷26號7樓","王翠玉","5500000","1101209"
"11395","82922051","恆吉佰興業有限公司","新北市新莊區中平路144號4樓","李嬋娟","6110000","1101228"
"11396","82922263","微笑房地產仲介有限公司","新北市板橋區館前西路158號2樓","洪滕澤","680000","1101208"
"11397","82922329","川越光科技有限公司","新北市中和區中正路872號15樓之3","陳冠宇","6000000","1101216"
"11398","82922480","鴻悅建設股份有限公司","新北市蘆洲區永安南路2段62號(1樓)","陳隆昇","10000000","1101203"
"11399","82923489","硬點科技股份有限公司","臺北市信義區基隆路1段206號18樓","郭韋成","1300000","1101206"
"11400","82923642","旭達智有限公司","新北市中和區員山路148巷15號4樓","鄭衣君","200000","1101230"
"11401","82923875","銘城地產有限公司","新北市土城區學士路180號2樓","翁銘慶","2000000","1101208"
"11402","82925901","萬倈福有限公司","南投縣魚池鄉魚池村魚池街322巷9號1樓","張乃嘉","30000","1101217"
"11403","82927470","得睿健康管理顧問有限公司","新竹縣竹北市福興東路二段68巷38號","畢復蓉","5500000","1101229"
"11404","82927957","源嚞有限公司","高雄市燕巢區中民路419號","黃仕泓","101101","1101223"
"11405","82928098","恆基不動產諮詢服務有限公司","高雄市鳳山區建國路2段102號","吳愛珍","6200000","1101203"
"11406","82930952","萬益實業有限公司","臺中市北屯區水景里軍功路一段163號1樓","林鴻達","1000000","1101206"
"11407","82931805","三鉅實業有限公司","臺中市大雅區科雅路6號","胡鉦岳","2500000","1101214"
"11408","82932699","燁晟能源科技有限公司","彰化縣芳苑鄉新寶村安家新邨一街41號一樓","林錦峯","11000000","1101207"
"11409","82933304","狸窩有限公司","高雄市新興區信守街123號7樓","張泓欽","1100000","1101208"
"11410","82933352","富餘建設開發有限公司","高雄市新興區中山一路188號5樓","周文惠","10000000","1101214"
"11411","82933368","旺騏開發建設有限公司","高雄市左營區忠言路35號","陳駿緯","490000","1101201"
"11412","82933590","數字智慧科技有限公司","高雄市鳳山區文昌一街20號1樓","林金鎮","20000000","1101203"
"11413","82934303","易惠建設有限公司","高雄市新興區復興一路10號7樓之5","吳俊毅","5500000","1101217"
"11414","82934514","浤勝生技股份有限公司","高雄市鼓山區葆禎路70號13樓","林沂萱","1000000","1101221"
"11415","82934872","星景資本股份有限公司","臺北市大安區安和路2段92號地下1樓","張永正","200000000","1101201"
"11416","82935372","裕桓股份有限公司","臺北市松山區民權東路3段189號","杜智賢","7500000","1101209"
"11417","82935605","艾麗兒國際珠寶銀樓有限公司","新竹市北區中正路155號1樓","張淑珠","5000000","1101215"
"11418","82935648","建昇國際旅行社有限公司","南投縣竹山鎮桂林里中正巷28-9號一樓","鄭志賢","6000000","1101227"
"11419","82935871","菩心股份有限公司","新竹縣竹北市新國里新光三街30號","李育霆","2000000","1101223"
"11420","82936267","萊昂仕科技股份有限公司","新竹市東區公道五路二段120號3樓之2","戴安如","214448750","1101229"
"11421","82936479","華勝工程有限公司","南投縣草屯鎮新庄里芬草路二段600巷27號2樓","林勝閎","6000000","1101222"
"11422","82937012","英格國際貿易有限公司","新竹縣新埔鎮文山里福祿三街217號1樓","劉妍柔","50000","1101222"
"11423","82937081","益佳能源股份有限公司","新竹縣湖口鄉工業一路3號","陳繼明","73400000","1101224"
"11424","82938075","伍茶國際有限公司","臺南市歸仁區許厝里中山路一段517號1樓","蘇士偉","8000000","1101227"
"11425","82938413","聖級有限公司","臺南市永康區塩興里三村一街30巷1號2樓","陳怡妏","3500000","1101229"
"11426","82938429","鐳鑫資訊有限公司","新北市新店區新店路81號3樓","鄭明彥","200000","1101221"
"11427","82938531","任原工程有限公司","臺南市新營區民榮里裕民路34巷21號1樓","黃立倫","500000","1101223"
"11428","82939095","昊軒電業股份有限公司","臺南市安平區健康三街156號9樓之3","杜鎧兆","52100000","1101223"
"11429","82939200","富群有限公司","臺南市安定區嘉同里六塊里寮30之50號","邱建志","4800000","1101209"
"11430","82939449","有勁生物科技股份有限公司","新北市汐止區新台五路1段93號26樓之2","詹佳翰","100000","1101206"
"11431","82940086","新視野投資股份有限公司","臺北市信義區松德路64號4樓","莊淑雲","17000000","1101220"
"11432","82940136","語坊有限公司","臺中市烏日區榮泉里健行路154號1樓","潘粉銀","1000000","1101221"
"11433","82940213","樂多無限有限公司","臺北市信義區忠孝東路5段71巷38號1樓","陳威呈","100000","1101217"
"11434","82940537","善逸數位股份有限公司","臺北市松山區健康路156號5樓","周麗菱","3700000","1101209"
